name,delta_d_solvent,delta_p_solvent,delta_h_solvent,molar_volume_cm3_mol,delta_t_solvent,polymer,delta_d_polymer,delta_p_polymer,delta_h_polymer,R0,delta_t_polymer,Ra,RED,compatible
Hydrazine,14.2,8.3,8.9,32.1,18.70133685061044,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,10.27715914054074,1.1293581473121692,0
Hydrazine,14.2,8.3,8.9,32.1,18.70133685061044,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,16.994354945098685,1.3402488127049437,0
Hydrazine,14.2,8.3,8.9,32.1,18.70133685061044,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,8.617424209124207,2.872474736374736,0
Hydrazine,14.2,8.3,8.9,32.1,18.70133685061044,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,10.827742146911334,0.8948547228852342,1
Hydrazine,14.2,8.3,8.9,32.1,18.70133685061044,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,8.538149682454625,1.707629936490925,0
Hydrazine,14.2,8.3,8.9,32.1,18.70133685061044,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,9.25823417288632,1.0777921039448568,0
Hydrazine,14.2,8.3,8.9,32.1,18.70133685061044,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,7.632823854904554,1.4966321284126578,0
Hydrazine,14.2,8.3,8.9,32.1,18.70133685061044,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,8.700574693662482,1.7059950379730358,0
Hydrazine,14.2,8.3,8.9,32.1,18.70133685061044,ABS,16.3,2.7,7.1,7.8,17.983047572644633,7.227724399837063,0.9266313333124441,1
Hydrogen Sulfid,17.9,6.0,10.2,36.1,21.45809870421888,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,6.96419413859206,0.8597770541471679,1
Hydrogen Sulfid,17.9,6.0,10.2,36.1,21.45809870421888,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,8.231646250902669,0.9045765110882054,1
Hydrogen Sulfid,17.9,6.0,10.2,36.1,21.45809870421888,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,10.564568140723978,0.8331678344419541,1
Hydrogen Sulfid,17.9,6.0,10.2,36.1,21.45809870421888,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,2.489979919597746,0.829993306532582,1
Hydrogen Sulfid,17.9,6.0,10.2,36.1,21.45809870421888,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,7.468600939935138,0.6172397471020775,1
Hydrogen Sulfid,17.9,6.0,10.2,36.1,21.45809870421888,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,3.671511950137164,0.7343023900274328,1
Hydrogen Sulfid,17.9,6.0,10.2,36.1,21.45809870421888,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,5.464146776945144,0.6361055619260936,1
Hydrogen Sulfid,17.9,6.0,10.2,36.1,21.45809870421888,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,3.1874754901018436,0.6249951941376164,1
Hydrogen Sulfid,17.9,6.0,10.2,36.1,21.45809870421888,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,5.899152481501051,1.1566965650002063,0
Hydrogen Sulfid,17.9,6.0,10.2,36.1,21.45809870421888,ABS,16.3,2.7,7.1,7.8,17.983047572644633,5.544366510251642,0.7108162192630311,1
Isobutylene Isobutene,14.5,2.0,1.5,89.4,14.713938969562161,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,5.611595138639277,0.6927895232887997,1
Isobutylene Isobutene,14.5,2.0,1.5,89.4,14.713938969562161,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,5.943904440685435,0.6531763121632346,1
Isobutylene Isobutene,14.5,2.0,1.5,89.4,14.713938969562161,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,16.24857224496971,1.2814331423477692,0
Isobutylene Isobutene,14.5,2.0,1.5,89.4,14.713938969562161,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,11.146748404803974,3.715582801601325,0
Isobutylene Isobutene,14.5,2.0,1.5,89.4,14.713938969562161,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,13.296992141082136,1.0989249703373667,0
Isobutylene Isobutene,14.5,2.0,1.5,89.4,14.713938969562161,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,10.006497888872008,2.0012995777744016,0
Isobutylene Isobutene,14.5,2.0,1.5,89.4,14.713938969562161,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,13.314236741172962,1.549969352872289,0
Isobutylene Isobutene,14.5,2.0,1.5,89.4,14.713938969562161,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,10.477117924314873,2.054336847904877,0
Isobutylene Isobutene,14.5,2.0,1.5,89.4,14.713938969562161,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,16.31226532398244,3.1984833968593023,0
Isobutylene Isobutene,14.5,2.0,1.5,89.4,14.713938969562161,ABS,16.3,2.7,7.1,7.8,17.983047572644633,6.694027188471825,0.8582086139066443,1
Isoxazole,18.8,13.4,11.2,64.1,25.660085736411716,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,12.917430084966593,1.5947444549341474,0
Isoxazole,18.8,13.4,11.2,64.1,25.660085736411716,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,15.32710018235674,1.6842967233359054,0
Isoxazole,18.8,13.4,11.2,64.1,25.660085736411716,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,12.432783276483187,0.9805034129718602,1
Isoxazole,18.8,13.4,11.2,64.1,25.660085736411716,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,7.557777451076475,2.519259150358825,0
Isoxazole,18.8,13.4,11.2,64.1,25.660085736411716,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,6.619667665374146,0.5470799723449707,1
Isoxazole,18.8,13.4,11.2,64.1,25.660085736411716,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,8.461678320522472,1.6923356641044944,0
Isoxazole,18.8,13.4,11.2,64.1,25.660085736411716,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,4.6917907029193024,0.5461921656483472,1
Isoxazole,18.8,13.4,11.2,64.1,25.660085736411716,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,10.64518670573701,2.087291510928826,0
Isoxazole,18.8,13.4,11.2,64.1,25.660085736411716,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,5.6885850613311595,1.1154088355551295,0
Isoxazole,18.8,13.4,11.2,64.1,25.660085736411716,ABS,16.3,2.7,7.1,7.8,17.983047572644633,12.501999840025594,1.6028204923109737,0
Ketene Ethenone,15.4,7.3,5.8,53.0,18.002499826412997,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,5.281098370604355,0.6519874531610316,1
Ketene Ethenone,15.4,7.3,5.8,53.0,18.002499826412997,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,7.707788269017255,0.847009699892006,1
Ketene Ethenone,15.4,7.3,5.8,53.0,18.002499826412997,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,13.928032883361528,1.0984253062587956,0
Ketene Ethenone,15.4,7.3,5.8,53.0,18.002499826412997,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,6.428841264178169,2.14294708805939,0
Ketene Ethenone,15.4,7.3,5.8,53.0,18.002499826412997,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,8.25893455598239,0.6825565748745778,1
Ketene Ethenone,15.4,7.3,5.8,53.0,18.002499826412997,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,5.728001396647872,1.1456002793295743,0
Ketene Ethenone,15.4,7.3,5.8,53.0,18.002499826412997,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,7.435247137789033,0.8655700975307372,1
Ketene Ethenone,15.4,7.3,5.8,53.0,18.002499826412997,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,6.963476143421473,1.3653874791022498,0
Ketene Ethenone,15.4,7.3,5.8,53.0,18.002499826412997,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,9.984487968844471,1.957742738989112,0
Ketene Ethenone,15.4,7.3,5.8,53.0,18.002499826412997,ABS,16.3,2.7,7.1,7.8,17.983047572644633,5.107837115648853,0.6548509122626734,1
Mesitylene,18.0,0.0,0.6,139.8,18.009997223764362,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,5.2896124621752785,0.6530385755771949,1
Mesitylene,18.0,0.0,0.6,139.8,18.009997223764362,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,5.385164807134503,0.5917763524323629,1
Mesitylene,18.0,0.0,0.6,139.8,18.009997223764362,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,10.95564238189619,0.8640096515691003,1
Mesitylene,18.0,0.0,0.6,139.8,18.009997223764362,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,9.94786409235671,3.3159546974522365,0
Mesitylene,18.0,0.0,0.6,139.8,18.009997223764362,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,11.995832609702422,0.9913911247687952,1
Mesitylene,18.0,0.0,0.6,139.8,18.009997223764362,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,8.78179936004006,1.7563598720080118,0
Mesitylene,18.0,0.0,0.6,139.8,18.009997223764362,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,12.65135961072959,1.4728008859987882,0
Mesitylene,18.0,0.0,0.6,139.8,18.009997223764362,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,10.74988372030135,2.1078203373139903,0
Mesitylene,18.0,0.0,0.6,139.8,18.009997223764362,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,17.131257980662134,3.3590701922866932,0
Mesitylene,18.0,0.0,0.6,139.8,18.009997223764362,ABS,16.3,2.7,7.1,7.8,17.983047572644633,7.816648898345121,1.0021344741468103,0
Methanol,15.1,12.3,22.3,40.7,29.607262622539086,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,20.62037827005121,2.545725712352001,0
Methanol,15.1,12.3,22.3,40.7,29.607262622539086,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,21.276747871796573,2.3381041617358873,0
Methanol,15.1,12.3,22.3,40.7,29.607262622539086,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,23.939759815002322,1.8879936762620129,0
Methanol,15.1,12.3,22.3,40.7,29.607262622539086,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,16.74932834474266,5.583109448247554,0
Methanol,15.1,12.3,22.3,40.7,29.607262622539086,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,19.021040980976835,1.5719868579319698,0
Methanol,15.1,12.3,22.3,40.7,29.607262622539086,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,17.8812751223172,3.57625502446344,0
Methanol,15.1,12.3,22.3,40.7,29.607262622539086,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,16.493601789785032,1.920093339905126,0
Methanol,15.1,12.3,22.3,40.7,29.607262622539086,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,15.183543723386844,2.977165435958205,0
Methanol,15.1,12.3,22.3,40.7,29.607262622539086,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,9.311283477587823,1.8257418583505536,0
Methanol,15.1,12.3,22.3,40.7,29.607262622539086,ABS,16.3,2.7,7.1,7.8,17.983047572644633,18.137254478007414,2.325289035641976,0
Morpholine,18.8,4.9,9.2,87.1,21.496278747727477,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,6.558200972827841,0.809654441089857,1
Morpholine,18.8,4.9,9.2,87.1,21.496278747727477,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,7.705193054038295,0.8467245114327797,1
Morpholine,18.8,4.9,9.2,87.1,21.496278747727477,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,8.554186109735982,0.6746203556574119,1
Morpholine,18.8,4.9,9.2,87.1,21.496278747727477,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,2.2293496809607958,0.7431165603202653,1
Morpholine,18.8,4.9,9.2,87.1,21.496278747727477,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,7.291776189653657,0.6026261313763353,1
Morpholine,18.8,4.9,9.2,87.1,21.496278747727477,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,3.2326459750489236,0.6465291950097847,1
Morpholine,18.8,4.9,9.2,87.1,21.496278747727477,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,5.877320818195991,0.6842049846561107,1
Morpholine,18.8,4.9,9.2,87.1,21.496278747727477,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,4.143669871020133,0.8124842884353203,1
Morpholine,18.8,4.9,9.2,87.1,21.496278747727477,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,7.810889834071406,1.5315470262885111,0
Morpholine,18.8,4.9,9.2,87.1,21.496278747727477,ABS,16.3,2.7,7.1,7.8,17.983047572644633,5.852349955359813,0.7503012763281811,1
Naphtha.High-Flash,17.9,0.7,1.8,181.8,18.003888468883602,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,4.006245124802025,0.49459816355580566,1
Naphtha.High-Flash,17.9,0.7,1.8,181.8,18.003888468883602,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,4.337049688440285,0.47659886686156977,1
Naphtha.High-Flash,17.9,0.7,1.8,181.8,18.003888468883602,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,10.415858101952047,0.8214399134031583,1
Naphtha.High-Flash,17.9,0.7,1.8,181.8,18.003888468883602,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,8.616843969807043,2.8722813232690143,0
Naphtha.High-Flash,17.9,0.7,1.8,181.8,18.003888468883602,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,10.985900054160336,0.9079256243107716,1
Naphtha.High-Flash,17.9,0.7,1.8,181.8,18.003888468883602,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,7.475961476626267,1.4951922953252534,0
Naphtha.High-Flash,17.9,0.7,1.8,181.8,18.003888468883602,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,11.455431026373473,1.3335775350842227,0
Naphtha.High-Flash,17.9,0.7,1.8,181.8,18.003888468883602,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,9.37923237797209,1.8390651721513902,0
Naphtha.High-Flash,17.9,0.7,1.8,181.8,18.003888468883602,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,15.73689931339716,3.085666532038659,0
Naphtha.High-Flash,17.9,0.7,1.8,181.8,18.003888468883602,ABS,16.3,2.7,7.1,7.8,17.983047572644633,6.506150935845246,0.8341219148519546,1
Naphthalene,19.2,2.0,5.9,111.5,20.185390756683407,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,5.107837115648855,0.6305971747714636,1
Naphthalene,19.2,2.0,5.9,111.5,20.185390756683407,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,5.615158056546579,0.6170503358842395,1
Naphthalene,19.2,2.0,5.9,111.5,20.185390756683407,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,7.387022404189665,0.5825727448099105,1
Naphthalene,19.2,2.0,5.9,111.5,20.185390756683407,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,5.303772242470448,1.7679240808234826,0
Naphthalene,19.2,2.0,5.9,111.5,20.185390756683407,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,8.93812060782355,0.7386876535391363,1
Naphthalene,19.2,2.0,5.9,111.5,20.185390756683407,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,4.883646178829912,0.9767292357659825,1
Naphthalene,19.2,2.0,5.9,111.5,20.185390756683407,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,8.742819911218575,1.0177904436808587,0
Naphthalene,19.2,2.0,5.9,111.5,20.185390756683407,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,6.588626564011651,1.291887561570912,0
Naphthalene,19.2,2.0,5.9,111.5,20.185390756683407,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,12.226610323388899,2.3973745732135097,0
Naphthalene,19.2,2.0,5.9,111.5,20.185390756683407,ABS,16.3,2.7,7.1,7.8,17.983047572644633,5.964059020499375,0.7646229513460737,1
Nitroethane Nitro-ethane,16.0,15.5,4.5,71.5,22.726636354727024,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,12.338557452149743,1.5232786977962647,0
Nitroethane Nitro-ethane,16.0,15.5,4.5,71.5,22.726636354727024,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,15.562133529821674,1.7101245637166675,0
Nitroethane Nitro-ethane,16.0,15.5,4.5,71.5,22.726636354727024,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,15.90144961945294,1.2540575409663202,0
Nitroethane Nitro-ethane,16.0,15.5,4.5,71.5,22.726636354727024,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,10.700467279516348,3.5668224265054493,0
Nitroethane Nitro-ethane,16.0,15.5,4.5,71.5,22.726636354727024,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,7.743384273042378,0.6399491134745767,1
Nitroethane Nitro-ethane,16.0,15.5,4.5,71.5,22.726636354727024,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,10.323759005323593,2.064751801064719,0
Nitroethane Nitro-ethane,16.0,15.5,4.5,71.5,22.726636354727024,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,7.857410514921567,0.914716008721952,1
Nitroethane Nitro-ethane,16.0,15.5,4.5,71.5,22.726636354727024,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,13.697445017228578,2.6857735327899173,0
Nitroethane Nitro-ethane,16.0,15.5,4.5,71.5,22.726636354727024,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,11.930632841555388,2.339339772853998,0
Nitroethane Nitro-ethane,16.0,15.5,4.5,71.5,22.726636354727024,ABS,16.3,2.7,7.1,7.8,17.983047572644633,13.075167302944925,1.6763035003775544,0
Nitromethane,15.8,18.8,5.1,54.3,25.081666611292004,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,15.687255974197654,1.9366982684194636,0
Nitromethane,15.8,18.8,5.1,54.3,25.081666611292004,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,18.868227261722286,2.0734315672222294,0
Nitromethane,15.8,18.8,5.1,54.3,25.081666611292004,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,18.409348168797287,1.4518413382332245,0
Nitromethane,15.8,18.8,5.1,54.3,25.081666611292004,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,13.575345299475812,4.52511509982527,0
Nitromethane,15.8,18.8,5.1,54.3,25.081666611292004,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,10.294173109094292,0.850758108189611,1
Nitromethane,15.8,18.8,5.1,54.3,25.081666611292004,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,13.380956617521782,2.6761913235043564,0
Nitromethane,15.8,18.8,5.1,54.3,25.081666611292004,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,10.326127057130375,1.2021102511211146,0
Nitromethane,15.8,18.8,5.1,54.3,25.081666611292004,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,16.52785527526182,3.2407559363258476,0
Nitromethane,15.8,18.8,5.1,54.3,25.081666611292004,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,13.471822445385776,2.6415338128207404,0
Nitromethane,15.8,18.8,5.1,54.3,25.081666611292004,ABS,16.3,2.7,7.1,7.8,17.983047572644633,16.25453782794208,2.0839151061464207,0
Nonane,15.7,0.0,0.0,179.7,15.7,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,5.784461945591827,0.7141311043940528,1
Nonane,15.7,0.0,0.0,179.7,15.7,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,5.502726596879043,0.6046952304262685,1
Nonane,15.7,0.0,0.0,179.7,15.7,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,14.991267458090396,1.1822766134140692,0
Nonane,15.7,0.0,0.0,179.7,15.7,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,11.692732785794773,3.897577595264924,0
Nonane,15.7,0.0,0.0,179.7,15.7,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,13.82244551445221,1.1423508689629926,0
Nonane,15.7,0.0,0.0,179.7,15.7,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,10.465180361560904,2.093036072312181,0
Nonane,15.7,0.0,0.0,179.7,15.7,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,14.200172534163098,1.6531050680050172,0
Nonane,15.7,0.0,0.0,179.7,15.7,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,11.43153532995459,2.2414775156773707,0
Nonane,15.7,0.0,0.0,179.7,15.7,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,17.90977386791916,3.511720366258659,0
Nonane,15.7,0.0,0.0,179.7,15.7,ABS,16.3,2.7,7.1,7.8,17.983047572644633,7.690253571892152,0.9859299451143785,1
Octane,15.5,0.0,0.0,163.5,15.5,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,5.9615434243155505,0.7359930153475989,1
Octane,15.5,0.0,0.0,163.5,15.5,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,5.646237685397243,0.6204656797139828,1
Octane,15.5,0.0,0.0,163.5,15.5,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,15.343601272191613,1.2100631918132188,0
Octane,15.5,0.0,0.0,163.5,15.5,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,11.882760622010357,3.9609202073367857,0
Octane,15.5,0.0,0.0,163.5,15.5,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,14.023551618616448,1.1589712081501198,0
Octane,15.5,0.0,0.0,163.5,15.5,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,10.66208234820947,2.132416469641894,0
Octane,15.5,0.0,0.0,163.5,15.5,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,14.370417530468625,1.6729240431278958,0
Octane,15.5,0.0,0.0,163.5,15.5,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,11.52909363306587,2.2606065947187983,0
Octane,15.5,0.0,0.0,163.5,15.5,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,17.98999722067794,3.5274504354270473,0
Octane,15.5,0.0,0.0,163.5,15.5,ABS,16.3,2.7,7.1,7.8,17.983047572644633,7.76273147803014,0.9952219843628385,1
Pentane,14.5,0.0,0.0,116.2,14.5,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,7.123201527403248,0.8794075959757097,1
Pentane,14.5,0.0,0.0,116.2,14.5,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,6.684309986827364,0.7345395589920181,1
Pentane,14.5,0.0,0.0,116.2,14.5,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,17.13668871165022,1.3514738731585347,0
Pentane,14.5,0.0,0.0,116.2,14.5,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,12.976902558006666,4.325634186002222,0
Pentane,14.5,0.0,0.0,116.2,14.5,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,15.147937153289224,1.2518956325032418,0
Pentane,14.5,0.0,0.0,116.2,14.5,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,11.801694793545543,2.3603389587091086,0
Pentane,14.5,0.0,0.0,116.2,14.5,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,15.35020846763978,1.7869858518789035,0
Pentane,14.5,0.0,0.0,116.2,14.5,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,12.20327824807744,2.392799656485773,0
Pentane,14.5,0.0,0.0,116.2,14.5,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,18.515939079614622,3.6305762901205143,0
Pentane,14.5,0.0,0.0,116.2,14.5,ABS,16.3,2.7,7.1,7.8,17.983047572644633,8.405950273467004,1.0776859324957697,0
Propionamide,16.7,9.8,11.5,78.9,22.520657184016635,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,9.857484466130293,1.2169733908802831,0
Propionamide,16.7,9.8,11.5,78.9,22.520657184016635,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,11.652038448271616,1.2804437855243536,0
Propionamide,16.7,9.8,11.5,78.9,22.520657184016635,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,13.88481544709904,1.095016991096139,0
Propionamide,16.7,9.8,11.5,78.9,22.520657184016635,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,5.835237784358063,1.9450792614526877,0
Propionamide,16.7,9.8,11.5,78.9,22.520657184016635,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,8.075270893288971,0.667377759775948,1
Propionamide,16.7,9.8,11.5,78.9,22.520657184016635,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,6.676076692189808,1.3352153384379615,0
Propionamide,16.7,9.8,11.5,78.9,22.520657184016635,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,5.611853526242467,0.6533007597488321,1
Propionamide,16.7,9.8,11.5,78.9,22.520657184016635,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,6.4907626670523095,1.2726985621671196,0
Propionamide,16.7,9.8,11.5,78.9,22.520657184016635,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,3.4014702703389887,0.6669549549684292,1
Propionamide,16.7,9.8,11.5,78.9,22.520657184016635,ABS,16.3,2.7,7.1,7.8,17.983047572644633,8.391066678319271,1.0757777792717014,0
Propyl Amine Propylamine,16.9,4.9,8.6,83.0,19.585198492739355,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,4.775981574503821,0.589627354877015,1
