name,delta_d_solvent,delta_p_solvent,delta_h_solvent,molar_volume_cm3_mol,delta_t_solvent,polymer,delta_d_polymer,delta_p_polymer,delta_h_polymer,R0,delta_t_polymer,Ra,RED,compatible
Cyclohexene,17.2,1.0,5.0,101.9,17.939899665271263,ABS,16.3,2.7,7.1,7.8,17.983047572644633,3.2465366161495837,0.41622264309610046,1
"DDT 1-Chloro-4-[2,2,2-",20.0,5.5,3.1,268.8,20.97283957884578,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,6.654321903845653,0.8215212226969942,1
"DDT 1-Chloro-4-[2,2,2-",20.0,5.5,3.1,268.8,20.97283957884578,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,8.99444272870754,0.9884002998579715,1
"DDT 1-Chloro-4-[2,2,2-",20.0,5.5,3.1,268.8,20.97283957884578,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,4.721874627729967,0.3723875889376946,1
"DDT 1-Chloro-4-[2,2,2-",20.0,5.5,3.1,268.8,20.97283957884578,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,5.954829972383764,1.9849433241279213,0
"DDT 1-Chloro-4-[2,2,2-",20.0,5.5,3.1,268.8,20.97283957884578,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,6.033241251599342,0.49861497947101996,1
"DDT 1-Chloro-4-[2,2,2-",20.0,5.5,3.1,268.8,20.97283957884578,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,5.1009802979427405,1.0201960595885482,0
"DDT 1-Chloro-4-[2,2,2-",20.0,5.5,3.1,268.8,20.97283957884578,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,7.214353747911173,0.8398549182667256,1
"DDT 1-Chloro-4-[2,2,2-",20.0,5.5,3.1,268.8,20.97283957884578,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,9.831581764904364,1.9277611303734048,0
"DDT 1-Chloro-4-[2,2,2-",20.0,5.5,3.1,268.8,20.97283957884578,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,13.333416666406253,2.61439542478554,0
"DDT 1-Chloro-4-[2,2,2-",20.0,5.5,3.1,268.8,20.97283957884578,ABS,16.3,2.7,7.1,7.8,17.983047572644633,8.865664103720599,1.1366236030411025,0
Fluorene 9H-Fluorene,20.0,1.7,1.7,138.2,20.14398173152468,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,6.838128398911506,0.8442133825816674,1
Fluorene 9H-Fluorene,20.0,1.7,1.7,138.2,20.14398173152468,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,7.834538914320355,0.860938342233006,1
Fluorene 9H-Fluorene,20.0,1.7,1.7,138.2,20.14398173152468,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,6.629939667900456,0.5228659044085533,1
Fluorene 9H-Fluorene,20.0,1.7,1.7,138.2,20.14398173152468,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,8.598837130682265,2.866279043560755,0
Fluorene 9H-Fluorene,20.0,1.7,1.7,138.2,20.14398173152468,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,9.971960689854328,0.824128982632589,1
Fluorene 9H-Fluorene,20.0,1.7,1.7,138.2,20.14398173152468,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,7.6850504227363405,1.537010084547268,0
Fluorene 9H-Fluorene,20.0,1.7,1.7,138.2,20.14398173152468,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,10.906278008560024,1.269648196572762,0
Fluorene 9H-Fluorene,20.0,1.7,1.7,138.2,20.14398173152468,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,10.867382389517726,2.1308592920622993,0
Fluorene 9H-Fluorene,20.0,1.7,1.7,138.2,20.14398173152468,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,16.095340940781593,3.1559492040748225,0
Fluorene 9H-Fluorene,20.0,1.7,1.7,138.2,20.14398173152468,ABS,16.3,2.7,7.1,7.8,17.983047572644633,9.215204826806618,1.1814365162572587,0
"Benzoin 2-Hydroxy-1,2-",19.9,9.7,10.7,187.7,24.588411904797756,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,10.978160137290764,1.3553284120112055,0
"Benzoin 2-Hydroxy-1,2-",19.9,9.7,10.7,187.7,24.588411904797756,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,12.957623238850553,1.423914641631929,0
"Benzoin 2-Hydroxy-1,2-",19.9,9.7,10.7,187.7,24.588411904797756,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,8.900567397643817,0.7019374919277458,1
"Benzoin 2-Hydroxy-1,2-",19.9,9.7,10.7,187.7,24.588411904797756,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,5.089204259999788,1.6964014199999295,0
"Benzoin 2-Hydroxy-1,2-",19.9,9.7,10.7,187.7,24.588411904797756,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,5.946427498927401,0.4914402891675538,1
"Benzoin 2-Hydroxy-1,2-",19.9,9.7,10.7,187.7,24.588411904797756,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,6.2657800791282146,1.253156015825643,0
"Benzoin 2-Hydroxy-1,2-",19.9,9.7,10.7,187.7,24.588411904797756,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,4.14715565176905,0.48278878367509315,1
"Benzoin 2-Hydroxy-1,2-",19.9,9.7,10.7,187.7,24.588411904797756,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,8.563877626402654,1.6791916914515008,0
"Benzoin 2-Hydroxy-1,2-",19.9,9.7,10.7,187.7,24.588411904797756,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,6.341923998283171,1.2435145094672886,0
"Benzoin 2-Hydroxy-1,2-",19.9,9.7,10.7,187.7,24.588411904797756,ABS,16.3,2.7,7.1,7.8,17.983047572644633,10.667708282475665,1.3676549080097007,0
Benzyl Amine Benzylamine,19.2,4.6,11.7,109.2,22.949727667229517,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,8.978307190111064,1.1084329864334648,0
Benzyl Amine Benzylamine,19.2,4.6,11.7,109.2,22.949727667229517,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,9.510520490488412,1.0451121418119134,0
Benzyl Amine Benzylamine,19.2,4.6,11.7,109.2,22.949727667229517,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,9.696808753399235,0.7647325515299082,1
Benzyl Amine Benzylamine,19.2,4.6,11.7,109.2,22.949727667229517,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,4.5,1.5,0
Benzyl Amine Benzylamine,19.2,4.6,11.7,109.2,22.949727667229517,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,9.12633551870629,0.7542426048517595,1
Benzyl Amine Benzylamine,19.2,4.6,11.7,109.2,22.949727667229517,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,5.766281297335398,1.1532562594670797,0
Benzyl Amine Benzylamine,19.2,4.6,11.7,109.2,22.949727667229517,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,7.338726047482628,0.8543336492994911,1
Benzyl Amine Benzylamine,19.2,4.6,11.7,109.2,22.949727667229517,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,4.691481642295959,0.9198983612345019,1
Benzyl Amine Benzylamine,19.2,4.6,11.7,109.2,22.949727667229517,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,6.957729514719585,1.364260689160703,0
Benzyl Amine Benzylamine,19.2,4.6,11.7,109.2,22.949727667229517,ABS,16.3,2.7,7.1,7.8,17.983047572644633,7.642643521714196,0.979826092527461,1
Coumarin Chromen-2-one,20.0,12.5,6.7,156.3,24.51815653755396,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,11.394735626595292,1.406757484764851,0
Coumarin Chromen-2-one,20.0,12.5,6.7,156.3,24.51815653755396,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,14.308738588708648,1.5723888559020494,0
Coumarin Chromen-2-one,20.0,12.5,6.7,156.3,24.51815653755396,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,8.492119876685681,0.6697255423253692,1
Coumarin Chromen-2-one,20.0,12.5,6.7,156.3,24.51815653755396,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,6.8366658540548855,2.278888618018295,0
Coumarin Chromen-2-one,20.0,12.5,6.7,156.3,24.51815653755396,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,2.8913664589601904,0.23895590569918929,1
Coumarin Chromen-2-one,20.0,12.5,6.7,156.3,24.51815653755396,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,7.083784299369935,1.416756859873987,0
Coumarin Chromen-2-one,20.0,12.5,6.7,156.3,24.51815653755396,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,3.460476845754064,0.4028494581785872,1
Coumarin Chromen-2-one,20.0,12.5,6.7,156.3,24.51815653755396,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,11.576700738984314,2.2699413213694735,0
Coumarin Chromen-2-one,20.0,12.5,6.7,156.3,24.51815653755396,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,9.835649444749443,1.9285587146567535,0
Coumarin Chromen-2-one,20.0,12.5,6.7,156.3,24.51815653755396,ABS,16.3,2.7,7.1,7.8,17.983047572644633,12.286578042726136,1.5752023131700175,0
Piperidine,17.6,4.5,8.9,98.9,20.22918683486808,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,5.141984052872979,0.6348128460337011,1
Piperidine,17.6,4.5,8.9,98.9,20.22918683486808,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,6.159545437773797,0.6768731250300877,1
Piperidine,17.6,4.5,8.9,98.9,20.22918683486808,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,10.503908796252945,0.8283839744678979,1
Piperidine,17.6,4.5,8.9,98.9,20.22918683486808,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,2.789265136196267,0.9297550453987556,1
Piperidine,17.6,4.5,8.9,98.9,20.22918683486808,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,8.024961059095553,0.6632199222393019,1
Piperidine,17.6,4.5,8.9,98.9,20.22918683486808,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,3.2155870381627043,0.6431174076325409,1
Piperidine,17.6,4.5,8.9,98.9,20.22918683486808,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,6.519118038507969,0.7589194456935936,1
Piperidine,17.6,4.5,8.9,98.9,20.22918683486808,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,2.353720459187965,0.461513815527052,1
Piperidine,17.6,4.5,8.9,98.9,20.22918683486808,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,7.793587107359486,1.52815433477637,0
Piperidine,17.6,4.5,8.9,98.9,20.22918683486808,ABS,16.3,2.7,7.1,7.8,17.983047572644633,3.6386810797320517,0.466497574324622,1
Pyrrolidine,17.9,6.5,7.4,83.5,20.430859012777706,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,5.0129831437977135,0.6188868078762609,1
Pyrrolidine,17.9,6.5,7.4,83.5,20.430859012777706,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,7.338255923582931,0.8064017498442781,1
Pyrrolidine,17.9,6.5,7.4,83.5,20.430859012777706,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,9.322558661655076,0.7352175600674351,1
Pyrrolidine,17.9,6.5,7.4,83.5,20.430859012777706,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,1.1704699910719623,0.3901566636906541,1
Pyrrolidine,17.9,6.5,7.4,83.5,20.430859012777706,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,5.514526271584898,0.455745972858256,1
Pyrrolidine,17.9,6.5,7.4,83.5,20.430859012777706,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,1.0049875621120905,0.2009975124224181,1
Pyrrolidine,17.9,6.5,7.4,83.5,20.430859012777706,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,4.2851954447842875,0.49885860824031286,1
Pyrrolidine,17.9,6.5,7.4,83.5,20.430859012777706,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,4.805205510693584,0.9421971589595264,1
Pyrrolidine,17.9,6.5,7.4,83.5,20.430859012777706,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,7.983107164506812,1.5653151302954535,0
Pyrrolidine,17.9,6.5,7.4,83.5,20.430859012777706,ABS,16.3,2.7,7.1,7.8,17.983047572644633,4.976946855251718,0.6380701096476562,1
Benzamide,21.2,14.7,11.2,90.3,28.124188877192527,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,15.947727110782903,1.9688551988620868,0
Benzamide,21.2,14.7,11.2,90.3,28.124188877192527,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,18.35020435853508,2.0165059734653936,0
Benzamide,21.2,14.7,11.2,90.3,28.124188877192527,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,11.505568217172065,0.9073791969378601,1
Benzamide,21.2,14.7,11.2,90.3,28.124188877192527,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,10.354226190305097,3.451408730101699,0
Benzamide,21.2,14.7,11.2,90.3,28.124188877192527,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,8.3240615086627,0.6879389676580744,1
Benzamide,21.2,14.7,11.2,90.3,28.124188877192527,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,11.227199116431487,2.2454398232862975,0
Benzamide,21.2,14.7,11.2,90.3,28.124188877192527,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,7.569867898451067,0.8812418973749787,1
Benzamide,21.2,14.7,11.2,90.3,28.124188877192527,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,14.092906016858267,2.763314905266327,0
Benzamide,21.2,14.7,11.2,90.3,28.124188877192527,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,9.660745312862772,1.8942637868358378,0
Benzamide,21.2,14.7,11.2,90.3,28.124188877192527,ABS,16.3,2.7,7.1,7.8,17.983047572644633,16.02654048757872,2.054684677894708,0
Propane,13.4,0.0,0.0,89.5,13.4,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,8.757853618324523,1.0812164960894473,0
Propane,13.4,0.0,0.0,89.5,13.4,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,8.246211251235323,0.9061770605753102,1
Propane,13.4,0.0,0.0,89.5,13.4,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,19.15646366112493,1.5107621183852469,0
Propane,13.4,0.0,0.0,89.5,13.4,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,14.4069427707616,4.802314256920533,0
Propane,13.4,0.0,0.0,89.5,13.4,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,16.57648937501545,1.3699577995880536,0
Propane,13.4,0.0,0.0,89.5,13.4,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,13.292102918650606,2.658420583730121,0
Propane,13.4,0.0,0.0,89.5,13.4,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,16.64033953980507,1.9371757322241059,0
Propane,13.4,0.0,0.0,89.5,13.4,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,13.25745073534124,2.599500144184557,0
Propane,13.4,0.0,0.0,89.5,13.4,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,19.318385025669198,3.7879186324841565,0
Propane,13.4,0.0,0.0,89.5,13.4,ABS,16.3,2.7,7.1,7.8,17.983047572644633,9.557196241576293,1.225281569432858,0
Sulfanilamide 4-Amino-,20.0,19.5,10.7,159.5,29.912204866910095,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,18.559094805512473,2.2912462722854907,0
Sulfanilamide 4-Amino-,20.0,19.5,10.7,159.5,29.912204866910095,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,21.37147631774651,2.348513881071045,0
Sulfanilamide 4-Amino-,20.0,19.5,10.7,159.5,29.912204866910095,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,15.837174621756244,1.2489885348388206,0
Sulfanilamide 4-Amino-,20.0,19.5,10.7,159.5,29.912204866910095,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,13.56244815658294,4.520816052194314,0
Sulfanilamide 4-Amino-,20.0,19.5,10.7,159.5,29.912204866910095,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,10.419213022104884,0.8610919852979243,1
Sulfanilamide 4-Amino-,20.0,19.5,10.7,159.5,29.912204866910095,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,14.190842117365692,2.8381684234731384,0
Sulfanilamide 4-Amino-,20.0,19.5,10.7,159.5,29.912204866910095,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,9.910343081851405,1.1537069943948084,0
Sulfanilamide 4-Amino-,20.0,19.5,10.7,159.5,29.912204866910095,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,17.181967291320284,3.3690131943765262,0
Sulfanilamide 4-Amino-,20.0,19.5,10.7,159.5,29.912204866910095,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,11.676472069936194,2.2895043274384697,0
Sulfanilamide 4-Amino-,20.0,19.5,10.7,159.5,29.912204866910095,ABS,16.3,2.7,7.1,7.8,17.983047572644633,18.70721785835617,2.398361263891817,0
Formic acid,15.7,5.4,8.8,91.0,18.790689183742035,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,5.679788728465171,0.7012084849957002,1
Formic acid,15.7,5.4,8.8,91.0,18.790689183742035,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,6.734983296193096,0.7401080545267139,1
Formic acid,15.7,5.4,8.8,91.0,18.790689183742035,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,13.912515947879452,1.097201573176613,0
Formic acid,15.7,5.4,8.8,91.0,18.790689183742035,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,5.589275444992847,1.8630918149976157,0
Formic acid,15.7,5.4,8.8,91.0,18.790689183742035,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,9.496315074806652,0.7848194276699713,1
Formic acid,15.7,5.4,8.8,91.0,18.790689183742035,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,5.5533773507659285,1.1106754701531858,0
Formic acid,15.7,5.4,8.8,91.0,18.790689183742035,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,7.902714723435234,0.9199900725768608,1
Formic acid,15.7,5.4,8.8,91.0,18.790689183742035,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,3.741657386773942,0.7336583111321456,1
Formic acid,15.7,5.4,8.8,91.0,18.790689183742035,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,8.034923770640265,1.5754752491451502,0
Formic acid,15.7,5.4,8.8,91.0,18.790689183742035,ABS,16.3,2.7,7.1,7.8,17.983047572644633,3.408812109811864,0.43702719356562364,1
Acetic acid,14.5,8.0,13.5,57.1,21.365860619221497,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,11.553787257864842,1.4263934886252891,0
Acetic acid,14.5,8.0,13.5,57.1,21.365860619221497,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,12.26906679417795,1.3482490982613133,0
Acetic acid,14.5,8.0,13.5,57.1,21.365860619221497,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,18.215820047420323,1.4365788680930853,0
Acetic acid,14.5,8.0,13.5,57.1,21.365860619221497,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,9.646242791885344,3.2154142639617813,0
Acetic acid,14.5,8.0,13.5,57.1,21.365860619221497,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,12.791012469699186,1.0571084685701808,0
Acetic acid,14.5,8.0,13.5,57.1,21.365860619221497,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,10.243534546239397,2.0487069092478793,0
Acetic acid,14.5,8.0,13.5,57.1,21.365860619221497,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,10.525630622437784,1.2253353460346665,0
Acetic acid,14.5,8.0,13.5,57.1,21.365860619221497,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,7.387151006985034,1.4484609817617715,0
Acetic acid,14.5,8.0,13.5,57.1,21.365860619221497,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,6.171709649683787,1.210139146996821,0
Acetic acid,14.5,8.0,13.5,57.1,21.365860619221497,ABS,16.3,2.7,7.1,7.8,17.983047572644633,9.055937278934744,1.1610175998634287,0
Propionic acid,15.7,5.5,5.9,149.7,17.650779019635365,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,3.7202150475476543,0.4592858083392166,1
Propionic acid,15.7,5.5,5.9,149.7,17.650779019635365,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,5.82923665671587,0.6405754567819638,1
Propionic acid,15.7,5.5,5.9,149.7,17.650779019635365,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,13.259264685494445,1.045683334818174,0
Propionic acid,15.7,5.5,5.9,149.7,17.650779019635365,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,5.897457079114691,1.9658190263715636,0
Propionic acid,15.7,5.5,5.9,149.7,17.650779019635365,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,8.72009174263666,0.720668739060881,1
Propionic acid,15.7,5.5,5.9,149.7,17.650779019635365,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,5.128352561983234,1.0256705123966467,0
Propionic acid,15.7,5.5,5.9,149.7,17.650779019635365,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,7.897271680776851,0.9193564238389815,1
Propionic acid,15.7,5.5,5.9,149.7,17.650779019635365,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,5.767148342118486,1.1308134004153896,0
Propionic acid,15.7,5.5,5.9,149.7,17.650779019635365,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,10.282995672468212,2.016273661268277,0
Propionic acid,15.7,5.5,5.9,149.7,17.650779019635365,ABS,16.3,2.7,7.1,7.8,17.983047572644633,3.2741411087489807,0.41976168060884367,1
Ethylene glycol,16.6,12.0,20.7,94.9,29.121298047992298,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,18.751266623884373,2.3149711881338733,0
Ethylene glycol,16.6,12.0,20.7,94.9,29.121298047992298,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,19.60229578391266,2.1540984377926,0
Ethylene glycol,16.6,12.0,20.7,94.9,29.121298047992298,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,20.906269394609836,1.6487594159786938,0
Ethylene glycol,16.6,12.0,20.7,94.9,29.121298047992298,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,14.26218777046495,4.754062590154983,0
Ethylene glycol,16.6,12.0,20.7,94.9,29.121298047992298,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,16.41858702812151,1.3569080188530174,0
Ethylene glycol,16.6,12.0,20.7,94.9,29.121298047992298,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,15.505160431288674,3.1010320862577347,0
Ethylene glycol,16.6,12.0,20.7,94.9,29.121298047992298,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,13.885708480304487,1.6164969127246203,0
Ethylene glycol,16.6,12.0,20.7,94.9,29.121298047992298,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,13.289469515371936,2.6057783363474387,0
Ethylene glycol,16.6,12.0,20.7,94.9,29.121298047992298,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,6.6790717917986155,1.309621919960513,0
Ethylene glycol,16.6,12.0,20.7,94.9,29.121298047992298,ABS,16.3,2.7,7.1,7.8,17.983047572644633,16.48666127510358,2.113674522449177,0
Chlorobenzene,20.3,7.7,4.6,116.9,22.193242214692294,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,8.114801291467343,1.0018273199342398,0
Chlorobenzene,20.3,7.7,4.6,116.9,22.193242214692294,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,10.696261028976433,1.1754132998875202,0
Chlorobenzene,20.3,7.7,4.6,116.9,22.193242214692294,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,4.424262650431143,0.34891661281002706,1
Chlorobenzene,20.3,7.7,4.6,116.9,22.193242214692294,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,5.216320542297994,1.7387735140993312,0
Chlorobenzene,20.3,7.7,4.6,116.9,22.193242214692294,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,4.031128874149275,0.333151146623907,1
Chlorobenzene,20.3,7.7,4.6,116.9,22.193242214692294,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,4.8301138702933315,0.9660227740586663,1
Chlorobenzene,20.3,7.7,4.6,116.9,22.193242214692294,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,5.238597140456593,0.6098483283418619,1
Chlorobenzene,20.3,7.7,4.6,116.9,22.193242214692294,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,9.902019995940224,1.9415725482235735,0
Chlorobenzene,20.3,7.7,4.6,116.9,22.193242214692294,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,11.749468073066119,2.303817269228651,0
Chlorobenzene,20.3,7.7,4.6,116.9,22.193242214692294,ABS,16.3,2.7,7.1,7.8,17.983047572644633,9.759610647971568,1.2512321343553292,0
